id,name,country,antecedent_aerosol_aod,antecedent_aerosol_state,antecedent_moisture_kgm2,antecedent_moisture_state,antecedent_no2_molec_cm2,ifs_fog_prob,fog_prob_24h,fog_prob_48h,fog_prob_72h,spatial_coverage,stagnation_trend,stagnation_slope_ms,extreme_fog_tail_p95,ens_max_fog_index_peak,target_date,aer_p1,aer_p2,aer_p3,mois_p1,mois_p2,mois_p3,fog_p1,fog_p2,fog_p3,fog_p4,fog_p5,stag_p1,stag_p2,stag_p3,tail_p1,tail_p2,tail_p3,tail_p4
359,LATEHAR,JHARKHAND,,Moderate,,Moderate,,0.0706,0.0549,0.0079,0.0549,0.0,Stagnating,-0.725,0.6099,0.6161,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9952,0.0048,0.0,0.0,0.0,0.7734,0.2266,0.0,0.014,0.9835,0.0025,0.0
360,HAZARIBAGH,JHARKHAND,,Moderate,,Moderate,,0.0981,0.0033,0.0262,0.0948,0.0,Stagnating,-1.066,0.5701,0.5774,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9793,0.0207,0.0,0.0,0.0,0.9705,0.0295,0.0,0.0803,0.9195,0.0002,0.0
361,RAMGARH,JHARKHAND,,Moderate,,Moderate,,0.2156,0.0686,0.098,0.1861,0.0,Stagnating,-0.503,0.5902,0.5929,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3779,0.622,0.0001,0.0,0.0,0.504,0.4955,0.0004,0.0357,0.9636,0.0007,0.0
362,DUMKA,JHARKHAND,,Moderate,,Moderate,,0.0784,0.0,0.0,0.0784,0.0,Stagnating,-1.317,0.5412,0.542,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9925,0.0075,0.0,0.0,0.0,0.9968,0.0032,0.0,0.2047,0.7952,0.0,0.0
363,JAMTARA,JHARKHAND,,Moderate,,Moderate,,0.0131,0.0,0.0065,0.0131,0.0,Stagnating,-1.27,0.5684,0.5767,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.9949,0.0051,0.0,0.0856,0.9143,0.0001,0.0
364,RANCHI,JHARKHAND,,Moderate,,Moderate,,0.0539,0.0466,0.0245,0.0539,0.0,Stagnating,-0.717,0.5816,0.617,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9983,0.0017,0.0,0.0,0.0,0.7651,0.2349,0.0,0.0514,0.9482,0.0004,0.0
365,KHUNTI,JHARKHAND,,Moderate,,Moderate,,0.0261,0.0065,0.0131,0.0196,0.0,Stable,-0.291,0.5359,0.5368,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.2429,0.7529,0.0042,0.2361,0.7639,0.0,0.0
366,GUMLA,JHARKHAND,,Moderate,,Moderate,,0.1437,0.1306,0.0327,0.0425,0.1665,Stable,-0.478,0.5865,0.5994,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8699,0.1301,0.0,0.0,0.0,0.4702,0.5292,0.0006,0.0419,0.9576,0.0005,0.0
367,SIMDEGA,JHARKHAND,,Moderate,,Moderate,,0.0221,0.0074,0.0098,0.0172,0.0,Stable,0.317,0.5405,0.5408,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.0032,0.7263,0.2705,0.209,0.791,0.0,0.0
368,WEST SINGHBHUM,JHARKHAND,,Moderate,,Moderate,,0.0564,0.0368,0.027,0.0465,0.0,Stable,0.011,0.5834,0.5867,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.998,0.002,0.0,0.0,0.0,0.0444,0.9042,0.0514,0.0477,0.9518,0.0004,0.0
369,SARAIKELA-KHARSAWAN,JHARKHAND,,Moderate,,Moderate,,0.0785,0.0458,0.0719,0.0327,0.0,Stable,-0.145,0.607,0.6118,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9925,0.0075,0.0,0.0,0.0,0.1187,0.8656,0.0157,0.0162,0.9817,0.0021,0.0
0556,B,KARNATAKA,,Moderate,,Moderate,,0.0044,0.0,0.0,0.0044,0.0,Stable,-0.343,0.5077,0.5098,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.3008,0.6967,0.0025,0.439,0.561,0.0,0.0
0583,Bengal#ru (Rural),KARNATAKA,,Moderate,,Moderate,,0.3007,0.1634,0.1961,0.3007,0.3333,Stable,-0.273,0.6019,0.6044,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0221,0.9545,0.0235,0.0,0.0,0.2247,0.7703,0.005,0.0208,0.9777,0.0015,0.0
0555,Belag,KARNATAKA,,Moderate,,Moderate,,0.0035,0.0,0.0,0.0035,0.0,Stagnating,-0.723,0.5263,0.537,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7715,0.2284,0.0,0.2993,0.7007,0.0,0.0
0570,Chikkamagal#ru,KARNATAKA,,Moderate,,Moderate,,0.1314,0.0549,0.1177,0.1118,0.1,Stable,-0.388,0.6002,0.6183,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.915,0.085,0.0,0.0,0.0,0.3545,0.644,0.0015,0.0225,0.9761,0.0014,0.0
0565,Ball,KARNATAKA,,Moderate,,Moderate,,0.404,0.2864,0.404,0.1216,0.4002,Stable,0.282,0.6232,0.6239,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.4682,0.5317,0.0,0.0,0.0046,0.7613,0.2342,0.0069,0.9875,0.0056,0.0
0578,Ch,KARNATAKA,,Moderate,,Moderate,,0.4149,0.3071,0.3202,0.2842,0.3333,Stable,-0.194,0.6296,0.636,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.3827,0.6172,0.0001,0.0,0.1537,0.8359,0.0104,0.0048,0.9872,0.008,0.0
0566,Chitradurga,KARNATAKA,,Moderate,,Moderate,,0.4116,0.3564,0.3171,0.1996,0.545,Stable,-0.176,0.6191,0.6325,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.4082,0.5917,0.0001,0.0,0.14,0.8478,0.0121,0.0086,0.987,0.0044,0.0
0560,Koppal,KARNATAKA,,Moderate,,Moderate,,0.0834,0.0123,0.0417,0.0687,0.0,Stable,-0.354,0.6157,0.619,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9902,0.0098,0.0,0.0,0.0,0.3127,0.685,0.0022,0.0103,0.986,0.0036,0.0
0738,Vijayanagara,KARNATAKA,,Moderate,,Moderate,,0.1204,0.0168,0.1204,0.0252,0.1426,Stable,0.08,0.5752,0.5763,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9444,0.0556,0.0,0.0,0.0,0.0265,0.8926,0.0809,0.0663,0.9334,0.0002,0.0
0559,Raich#r,KARNATAKA,,Moderate,,Moderate,,0.0981,0.0082,0.0229,0.0964,0.0,Stable,-0.379,0.6159,0.6211,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9793,0.0207,0.0,0.0,0.0,0.343,0.6553,0.0017,0.0102,0.9861,0.0037,0.0
0582,Chikkaball,KARNATAKA,,Moderate,,Moderate,,0.5294,0.4156,0.447,0.4824,0.6,Stable,-0.168,0.6219,0.6234,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0048,0.9162,0.0789,0.0,0.1342,0.8528,0.013,0.0074,0.9874,0.0052,0.0
0567,D,KARNATAKA,,Moderate,,Moderate,,0.0065,0.0,0.0065,0.0,0.0,Stable,-0.009,0.502,0.5122,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0507,0.9043,0.045,0.4837,0.5163,0.0,0.0
0562,Dh,KARNATAKA,,Moderate,,Moderate,,0.0049,0.0,0.0,0.0049,0.0,Stagnating,-0.688,0.5097,0.5336,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.7348,0.2651,0.0,0.4231,0.5769,0.0,0.0
0561,Gadag,KARNATAKA,,Moderate,,Moderate,,0.0074,0.0025,0.0,0.0074,0.0,Stable,-0.354,0.5196,0.5197,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.3134,0.6844,0.0022,0.3478,0.6522,0.0,0.0
0564,H,KARNATAKA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.44,0.4669,0.4738,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.4205,0.5786,0.0009,0.7458,0.2542,0.0,0.0
0574,H,KARNATAKA,,Moderate,,Moderate,,0.0863,0.0314,0.0451,0.0549,0.0,Stagnating,-0.587,0.5684,0.574,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9885,0.0115,0.0,0.0,0.0,0.6137,0.3862,0.0001,0.0856,0.9143,0.0001,0.0
0579,Kalaburagi,KARNATAKA,,Moderate,,Moderate,,0.0052,0.0013,0.0,0.0039,0.0,Stagnating,-0.61,0.536,0.5675,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.6432,0.3567,0.0001,0.2355,0.7644,0.0,0.0
0572,Bengal#ru (Urban),KARNATAKA,,Moderate,,Moderate,,0.2059,0.1078,0.1176,0.2059,0.0,Stable,-0.185,0.5829,0.5834,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.4534,0.5465,0.0001,0.0,0.0,0.1466,0.8422,0.0112,0.0487,0.9509,0.0004,0.0
0581,Kol,KARNATAKA,,Moderate,,Moderate,,0.7419,0.6176,0.4378,0.6504,1.0,Stable,-0.173,0.6249,0.6275,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0023,0.8753,0.1224,0.1379,0.8496,0.0124,0.0063,0.9876,0.0062,0.0
0573,Mandya,KARNATAKA,,Moderate,,Moderate,,0.2107,0.1935,0.0441,0.1665,0.1248,Stable,-0.273,0.602,0.6131,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.4156,0.5844,0.0001,0.0,0.0,0.225,0.77,0.005,0.0207,0.9777,0.0015,0.0
0577,Mys#ru,KARNATAKA,,Moderate,,Moderate,,0.1079,0.0294,0.0123,0.103,0.0,Stagnating,-0.52,0.5956,0.6069,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9673,0.0327,0.0,0.0,0.0,0.5264,0.4733,0.0003,0.0279,0.9711,0.001,0.0
0568,Shivamogga,KARNATAKA,,Moderate,,Moderate,,0.0016,0.0,0.0,0.0016,0.0,Stable,-0.491,0.4947,0.506,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.4876,0.5119,0.0005,0.5419,0.4581,0.0,0.0
0575,Dakshina Kannada,KARNATAKA,,Moderate,,Moderate,,0.0028,0.0,0.0028,0.0,0.0,Stable,-0.069,0.4952,0.5384,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0752,0.8958,0.029,0.5385,0.4615,0.0,0.0
0563,Uttara Kannada,KARNATAKA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.349,0.4607,0.468,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.3078,0.6899,0.0023,0.7843,0.2157,0.0,0.0
0557,Vijayapura,KARNATAKA,,Moderate,,Moderate,,0.0028,0.0028,0.0,0.0,0.0,Stable,-0.208,0.5236,0.571,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.1652,0.8257,0.0091,0.3183,0.6817,0.0,0.0
0580,Y,KARNATAKA,,Moderate,,Moderate,,0.0098,0.0,0.0,0.0098,0.0,Stagnating,-0.643,0.5098,0.5101,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.683,0.3169,0.0001,0.4225,0.5775,0.0,0.0
0584,R,KARNATAKA,,Moderate,,Moderate,,0.1519,0.0883,0.0098,0.1127,0.0,Stable,0.006,0.5614,0.5637,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8319,0.1681,0.0,0.0,0.0,0.0459,0.9044,0.0498,0.1098,0.8901,0.0001,0.0
593,Palakkad,KERALA,,Moderate,,Moderate,,0.0033,0.0,0.0033,0.0033,0.0,Stagnating,-0.605,0.4344,0.5669,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.6363,0.3636,0.0001,0.9054,0.0946,0.0,0.0
598,Alappuzha,KERALA,,Moderate,,Moderate,,0.0294,0.0294,0.0294,0.0098,0.0,Stagnating,-0.586,0.5541,0.5649,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,0.6133,0.3866,0.0001,0.1395,0.8605,0.0,0.0
597,Kottayam,KERALA,,Moderate,,Moderate,,0.0065,0.0065,0.0,0.0,0.0,Stable,-0.214,0.4919,0.5138,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1698,0.8215,0.0087,0.5647,0.4353,0.0,0.0
600,Kollam,KERALA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.45,0.0435,0.0449,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0008,0.5651,0.4342,1.0,0.0,0.0,0.0
591,Kozhikode,KERALA,,Moderate,,Moderate,,0.0196,0.0065,0.0196,0.0065,0.0,Stable,0.089,0.5292,0.5665,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.0248,0.8898,0.0854,0.2796,0.7204,0.0,0.0
588,Kasaragod,KERALA,,Moderate,,Moderate,,0.0065,0.0,0.0065,0.0065,0.0,Stable,-0.198,0.5192,0.5349,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.1574,0.8326,0.01,0.3503,0.6497,0.0,0.0
592,Malappuram,KERALA,,Moderate,,Moderate,,0.0078,0.0,0.0,0.0,0.0,Stable,0.09,0.5036,0.5984,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0246,0.8896,0.0858,0.4709,0.5291,0.0,0.0
590,Wayanad,KERALA,,Moderate,,Moderate,,0.3431,0.0098,0.2255,0.3431,0.5,Stagnating,-0.761,0.6142,0.6165,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0021,0.8702,0.1277,0.0,0.0,0.8075,0.1925,0.0,0.0112,0.9855,0.0033,0.0
599,Pathanamthitta,KERALA,,Moderate,,Moderate,,0.0065,0.0,0.0,0.0065,0.0,Stable,-0.271,0.4986,0.5079,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.2224,0.7725,0.0051,0.5114,0.4886,0.0,0.0
596,Idukki,KERALA,,Moderate,,Moderate,,0.1862,0.1731,0.0752,0.0817,0.1665,Stable,-0.473,0.6104,0.6109,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6091,0.3909,0.0,0.0,0.0,0.4644,0.535,0.0006,0.0136,0.9838,0.0026,0.0
594,Thrissur,KERALA,,Moderate,,Moderate,,0.1471,0.1471,0.0588,0.0785,0.0,Stable,0.081,0.5842,0.6149,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8549,0.1451,0.0,0.0,0.0,0.0265,0.8924,0.0811,0.046,0.9535,0.0005,0.0
595,Ernakulam,KERALA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.062,0.4562,0.4666,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0722,0.8973,0.0305,0.8094,0.1906,0.0,0.0
601,Thiruvananthapuram,KERALA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.04,0.2886,0.2981,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0628,0.9014,0.0358,1.0,0.0,0.0,0.0
589,Kannur,KERALA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.426,0.4114,0.434,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.4022,0.5968,0.001,0.9619,0.0381,0.0,0.0
9,LEH,LADAKH,,Moderate,,Moderate,,0.0086,0.0033,0.0002,0.0001,0.0042,Stable,0.395,0.5333,0.6244,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0014,0.6359,0.3627,0.2529,0.7471,0.0,0.0
6,KARGIL,LADAKH,,Moderate,,Moderate,,0.0038,0.0038,0.0,0.0,0.0,Stable,0.091,0.519,0.5468,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0245,0.8894,0.0861,0.3517,0.6483,0.0,0.0
436N001,AGAR MALWA,MADHYA PRADESH,,Moderate,,Moderate,,0.5724,0.5724,0.0588,0.0666,0.5997,Stable,0.347,0.6338,0.6361,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0003,0.7091,0.2906,0.0,0.0024,0.6929,0.3047,0.0037,0.9862,0.0101,0.0
465,ALIRAJPUR,MADHYA PRADESH,,Moderate,,Moderate,,0.0314,0.0314,0.0,0.0,0.0,Stable,-0.101,0.5376,0.5615,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9996,0.0004,0.0,0.0,0.0,0.092,0.8855,0.0225,0.2263,0.7737,0.0,0.0
461,ANUPPUR,MADHYA PRADESH,,Moderate,,Moderate,,0.0352,0.0352,0.0,0.0,0.0,Stable,0.33,0.5481,0.5855,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9995,0.0005,0.0,0.0,0.0,0.0028,0.7122,0.2849,0.1682,0.8318,0.0,0.0
459,ASHOKNAGAR,MADHYA PRADESH,,Moderate,,Moderate,,0.2552,0.252,0.0819,0.0393,0.3338,Stable,0.181,0.6359,0.6364,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1347,0.8635,0.0019,0.0,0.0,0.0116,0.8447,0.1437,0.0033,0.9855,0.0113,0.0
457,BALAGHAT,MADHYA PRADESH,,Moderate,,Moderate,,0.0121,0.0106,0.0,0.006,0.0,Stable,-0.111,0.5391,0.5778,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0975,0.8817,0.0208,0.2169,0.7831,0.0,0.0
441,BARWANI,MADHYA PRADESH,,Moderate,,Moderate,,0.0465,0.0465,0.0,0.0,0.0,Stagnating,-0.728,0.5889,0.6159,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9989,0.0011,0.0,0.0,0.0,0.7767,0.2233,0.0,0.0377,0.9617,0.0006,0.0
447,BETUL,MADHYA PRADESH,,Moderate,,Moderate,,0.0636,0.0624,0.0134,0.011,0.0623,Stable,-0.298,0.5785,0.6389,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9968,0.0032,0.0,0.0,0.0,0.2501,0.746,0.0039,0.0581,0.9416,0.0003,0.0
420,BHIND,MADHYA PRADESH,,Moderate,,Moderate,,0.3202,0.0327,0.1733,0.3104,0.0,Stable,-0.405,0.6303,0.6319,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0081,0.9366,0.0553,0.0,0.0,0.3753,0.6234,0.0013,0.0046,0.9871,0.0083,0.0
444,BHOPAL,MADHYA PRADESH,,Moderate,,Moderate,,0.3842,0.3842,0.051,0.0235,0.2,Stable,-0.032,0.6329,0.6363,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0001,0.6239,0.376,0.0,0.0,0.0595,0.9025,0.038,0.0039,0.9865,0.0096,0.0
467,BURHANPUR,MADHYA PRADESH,,Moderate,,Moderate,,0.111,0.0327,0.0,0.0915,0.1666,Stagnating,-1.06,0.6003,0.6024,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9624,0.0376,0.0,0.0,0.0,0.9689,0.0311,0.0,0.0225,0.9762,0.0014,0.0
425,CHHATARPUR,MADHYA PRADESH,,Moderate,,Moderate,,0.2958,0.2844,0.0131,0.0571,0.3333,Stable,-0.178,0.6026,0.6215,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0277,0.9537,0.0185,0.0,0.0,0.1417,0.8464,0.0119,0.0201,0.9783,0.0016,0.0
455,CHHINDWARA,MADHYA PRADESH,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.313,0.4014,0.4502,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.2663,0.7303,0.0034,0.9757,0.0243,0.0,0.0
428,DAMOH,MADHYA PRADESH,,Moderate,,Moderate,,0.5232,0.5232,0.0509,0.1469,0.6996,Stable,-0.07,0.6345,0.6364,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0069,0.9309,0.0622,0.0,0.0757,0.8955,0.0288,0.0036,0.986,0.0104,0.0
437,DEWAS,MADHYA PRADESH,,Moderate,,Moderate,,0.2312,0.2214,0.0216,0.0216,0.0998,Stable,-0.287,0.6241,0.6332,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2662,0.7335,0.0004,0.0,0.0,0.2387,0.757,0.0044,0.0065,0.9876,0.0059,0.0
438,DHAR,MADHYA PRADESH,,Moderate,,Moderate,,0.1089,0.1089,0.0036,0.0,0.0911,Stable,-0.162,0.5763,0.593,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9658,0.0342,0.0,0.0,0.0,0.1299,0.8564,0.0137,0.0634,0.9363,0.0003,0.0
453,DINDORI,MADHYA PRADESH,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.075,0.4813,0.4973,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0276,0.894,0.0784,0.6457,0.3543,0.0,0.0
458,GUNA,MADHYA PRADESH,,Moderate,,Moderate,,0.1681,0.1681,0.0175,0.0153,0.0,Stable,0.153,0.6139,0.6176,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7379,0.2621,0.0,0.0,0.0,0.0147,0.8613,0.124,0.0113,0.9854,0.0032,0.0
421,GWALIOR,MADHYA PRADESH,,Moderate,,Moderate,,0.0687,0.0295,0.027,0.0172,0.0,Stable,-0.235,0.5768,0.5786,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9957,0.0043,0.0,0.0,0.0,0.189,0.8039,0.0071,0.0622,0.9375,0.0003,0.0
448,HARDA,MADHYA PRADESH,,Moderate,,Moderate,,0.1841,0.1802,0.0,0.0078,0.0,Stable,-0.33,0.5721,0.578,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6249,0.3751,0.0,0.0,0.0,0.2851,0.7121,0.0028,0.0746,0.9252,0.0002,0.0
439,INDORE,MADHYA PRADESH,,Moderate,,Moderate,,0.3778,0.3778,0.0,0.0056,0.428,Stable,0.032,0.6136,0.6177,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0002,0.6716,0.3282,0.0,0.0,0.0381,0.9026,0.0593,0.0115,0.9853,0.0032,0.0
451,JABALPUR,MADHYA PRADESH,,Moderate,,Moderate,,0.1903,0.1903,0.0559,0.0728,0.1426,Stable,0.038,0.6341,0.6371,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5771,0.4229,0.0,0.0,0.0,0.0365,0.9018,0.0617,0.0037,0.9861,0.0102,0.0
464,JHABUA,MADHYA PRADESH,,Moderate,,Moderate,,0.0118,0.0118,0.0,0.0,0.0,Stable,0.146,0.5197,0.52,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0157,0.8656,0.1188,0.3468,0.6532,0.0,0.0
450,KATNI,MADHYA PRADESH,,Moderate,,Moderate,,0.343,0.343,0.0294,0.0612,0.1248,Stable,-0.059,0.6304,0.6305,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0021,0.8707,0.1272,0.0,0.0,0.0707,0.8981,0.0313,0.0045,0.9871,0.0084,0.0
466,KHANDWA,MADHYA PRADESH,,Moderate,,Moderate,,0.2747,0.2256,0.0294,0.1355,0.2001,Stable,-0.476,0.63,0.6331,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0677,0.9262,0.0061,0.0,0.0,0.4681,0.5313,0.0006,0.0047,0.9871,0.0082,0.0
440,KHARGONE,MADHYA PRADESH,,Moderate,,Moderate,,0.3329,0.3329,0.0235,0.0215,0.3995,Stable,-0.304,0.596,0.5963,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0039,0.9061,0.09,0.0,0.0,0.2569,0.7394,0.0037,0.0275,0.9715,0.001,0.0
768,MAIHAR,MADHYA PRADESH,,Moderate,,Moderate,,0.7059,0.7059,0.0719,0.1569,0.6667,Stable,0.04,0.6317,0.6321,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0171,0.953,0.0299,0.036,0.9015,0.0625,0.0042,0.9868,0.009,0.0
454,MANDLA,MADHYA PRADESH,,Moderate,,Moderate,,0.0567,0.0567,0.0153,0.0174,0.0,Stable,0.094,0.5689,0.5819,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9979,0.0021,0.0,0.0,0.0,0.0239,0.8883,0.0879,0.084,0.9158,0.0001,0.0
433,MANDSAUR,MADHYA PRADESH,,Moderate,,Moderate,,0.6663,0.6663,0.1044,0.1305,0.7773,Stable,0.099,0.6355,0.6362,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0924,0.9039,0.0038,0.023,0.8866,0.0904,0.0034,0.9856,0.011,0.0
766,MAUGANJ,MADHYA PRADESH,,Moderate,,Moderate,,0.0196,0.0196,0.0,0.0,0.0,Stable,-0.151,0.5194,0.52,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1225,0.8626,0.015,0.349,0.651,0.0,0.0
